EJECUCIÓN PRESUPUESTAL A OCTUBRE DE 2016;;;;;
SECRETARÍA DE HACIENDA;;;;;
MUNICIPIO DE MEDELLÍN;;;;;
DEPENDENCIA;FONDO;PROYECTO;NOMBRE DEL PROYECTO;PRESUPUESTO DEFINITIVO;PRESUPUESTO EJECUTADO
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140315 ; 15PP7-ATENCIÓN  SOCIAL A LA P;102.709.089;102.709.089
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;130255 ; JVE-08 Atención Social Incluy;95.036.236;95.036.236
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140318 ; 15PP9-GRUPOS POBLAC SITUACIÓN;17.411.415;17.411.415
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140320 ; 15PP10-FORTALEC INTEGRAL A DI;12.062.092;12.062.092
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140308 ; 15PP11-ATENCIÓN SOCIAL POBL C;56.000;56.000
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140303 ; 15PP12-ATENCIÓN SOCIAL POBLC ;17.379.060;17.379.060
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140023 ; JVE-13 ATENC. INTEG. GRUPOS P;31.539.706;31.539.706
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140379 ; 15PP13-ATENCIÓN SOCIAL POBL C;61.496.761;61.496.761
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140328 ; 15PP14-ATENCIÓN SOCIAL POBL C;141.100;141.100
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140304 ; 15PP15-ATENCIÓN SOCIAL  POBL ;42.234.400;42.234.400
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140305 ; 15PP16-ATENCIÓN SOCIAL  POBL ;7.703;7.703
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140306 ; 15PP50-ATENCIÓN SOCIAL  POBL ;18.438.577;18.438.577
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140321 ; 15PP60-POBLACIÓN VULNERABLE;110.000;110.000
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;140301 ; 15PP70-ATENCIÓN SOCIAL POBL C;17.419.309;17.419.309
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;120143 ; Crecer con dignidad - Protecc;280.164.177;280.164.177
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;120286 ; Medellín solidaria: familia M;74.998.287;74.998.287
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;130380 ; JVE-01 Centro integra incluy ;93.877.174;93.877.174
Secretaría de Inclusión Social, Familia y Derechos Humanos;160000115 ;130377 ; JVE-09 Creacion centro integr;161.425.184;161.425.184
Secretaría de Inclusión Social, Familia y Derechos Humanos;160007515 ;120118 ; Nutrición para la primera inf;2;2
Secretaría de Inclusión Social, Familia y Derechos Humanos;160009015 ;120118 ; Nutrición para la primera inf;286.907.717;286.907.717
Secretaría de Inclusión Social, Familia y Derechos Humanos;160012212 ;120132 ; Red gerontológica  modelos se;11.919.996;11.919.996
Secretaría de Inclusión Social, Familia y Derechos Humanos;160012613 ;120132 ; Red gerontológica  modelos se;418.068;418.068
Secretaría de Inclusión Social, Familia y Derechos Humanos;160016215 ;120286 ; Medellín solidaria: familia M;586.324.170;586.324.170
Secretaría de Inclusión Social, Familia y Derechos Humanos;160070115 ;120132 ; Red gerontológica  modelos se;151.186.812;151.186.812
Secretaría de Inclusión Social, Familia y Derechos Humanos;160070115 ;120146 ; Buen Vivir en Familia y Comun;39.485.866;39.485.866
Secretaría de Inclusión Social, Familia y Derechos Humanos;160070115 ;120138 ; Gestión conocimiento para la ;12.000.000;12.000.000
Secretaría de Inclusión Social, Familia y Derechos Humanos;160070115 ;120129 ; Serv social complementarios p;12.583.015;12.583.015
Secretaría de Inclusión Social, Familia y Derechos Humanos;160070115 ;120142 ; Construyendo ambientes protec;2;2
Secretaría de Inclusión Social, Familia y Derechos Humanos;160070115 ;120286 ; Medellín solidaria: familia M;228.728.272;228.728.272
Secretaría de Inclusión Social, Familia y Derechos Humanos;160090115 ;120118 ; Nutrición para la primera inf;34.879.088;34.879.088
Secretaría de Inclusión Social, Familia y Derechos Humanos;160090115 ;120133 ; Sist atenciónhabitante de la ;53.901.884;53.901.884
Secretaría de Inclusión Social, Familia y Derechos Humanos;160090115 ;120142 ; Construyendo ambientes protec;2;2
Secretaría de Inclusión Social, Familia y Derechos Humanos;160090115 ;120143 ; Crecer con dignidad - Protecc;2;2
Secretaría de las Mujeres;110000116 ;150393 ; 16PP1-LA ESCUELA BUSCA LA MUJ;114.740.573;114.740.510
Secretaría de las Mujeres;110000116 ;150388 ; 16PP4-DIPLOMADO EN ENTRENAMIE;57.000.000;57.000.000
Secretaría de las Mujeres;110000116 ;150397 ; 16PP7-LA ESCUELA BUSCA LA MUJ;40.000.000;40.000.000
Secretaría de las Mujeres;110000116 ;150398 ; 16PP8-LA ESCUELA BUSCA LA MUJ;100.000.000;100.000.000
Secretaría de las Mujeres;110000116 ;150399 ; 16PP10-ACCIONES POSITIVAS PAR;130.000.000;128.526.908
Secretaría de las Mujeres;110000116 ;150408 ; 16PP16-LA ESCUELA BUSCA LA MU;72.529.216;72.529.216
Secretaría de las Mujeres;110000116 ;150409 ; 16PP60- LA ESCUELA BUSCA A LA;180.000.000;178.851.562
Secretaría de las Mujeres;110000116 ;150410 ; 16PP70-LA ESCUELA BUSCA A LA ;110.000.000;110.000.000
Secretaría de las Mujeres;110000116 ;150396 ; 16PP7-GENERACIÓN CONOCIMIENTO;40.179.660;26.019.527
Secretaría de las Mujeres;110000116 ;150414 ; 16PP2-GRUPOS TERAP MUJERES VÍ;36.000.000;36.000.000
Secretaría de las Mujeres;110000116 ;150391 ; 16PP3-  ACC PREV Y ATEN VIOLE;150.000.000;150.000.000
Secretaría de las Mujeres;110000116 ;150394 ; 16PP4- GRUPOS TERAPEÚTICOS  M;30.000.000;30.000.000
Secretaría de las Mujeres;110000116 ;150395 ; 16PP7-GRUPOS TERAPÉUTICOS ART;30.000.000;28.021.357
Secretaría de las Mujeres;110000116 ;150407 ; 16PP16-ATENCIÓN PREVENCIÓN VI;69.992.000;69.991.999
Secretaría de las Mujeres;110000116 ;150413 ; 16PP80-INTERVENCIÓN PSICOSOCI;35.000.000;35.000.000
Secretaría de las Mujeres;110000116 ;120095 ; Promoción de la autonomía eco;2.437.819.167;1.449.700.262
Secretaría de las Mujeres;110000116 ;120099 ; Transvers equidad  género al ;317.377.277;304.876.754
Secretaría de las Mujeres;110000116 ;150392 ; 16PP1-GESTIÓN DE EQUIDAD DE G;350.000.000;350.000.000
Secretaría de las Mujeres;110000116 ;150356 ; 16PP2-PARTICIPACIÓN SOCIAL Y ;194.000.000;193.999.998
Secretaría de las Mujeres;110000116 ;150415 ; 16PP8- FORM  Y TRANS PATRONES;130.000.000;129.999.999
Secretaría de las Mujeres;110000116 ;150412 ; 16PP9-DECONSTRUCCIÓN IMAGINAR;35.000.000;33.833.334
Secretaría de las Mujeres;110000116 ;150401 ; 16PP11-GRUPO TERAPÉUTICO COLE;27.000.000;24.329.101
Secretaría de las Mujeres;110000116 ;150402 ; 16PP12-ENTRENAMIENTO SOCIAL Y;50.000.000;48.333.334
Secretaría de las Mujeres;110000116 ;150403 ; 16PP13-FORTALECIMIENTO DEL CO;350.000.000;333.279.701
Secretaría de las Mujeres;110000116 ;150400 ; 16PP15-MASCULINIDADES GÉNERO ;20.000.000;19.333.333
Secretaría de las Mujeres;110000116 ;150404 ; 16PP15-FORTALECIMIENTO DEL CO;38.000.000;34.612.616
Secretaría de las Mujeres;110000116 ;150405 ; 16PP16-FORTALECIMIENTO  COLEC;20.000.000;17.514.675
Secretaría de las Mujeres;110000116 ;150406 ; 16PP50-FORTALECIMIENTO DEL CO;38.000.000;33.788.274
Secretaría de las Mujeres;110000116 ;150416 ; 16PP60-FORTALECIMIENTO  COLEC;60.000.000;54.121.301
Secretaría de las Mujeres;110000116 ;150411 ; 16PP90-FORTALECIMIENTO DEL CO;38.000.000;35.388.098
Secretaría de las Mujeres;110001814 ;140095 ; Fortalecimiento Centros de Eq;9.950;0
Secretaría de las Mujeres;110001816 ;140095 ; Fortalecimiento Centros de Eq;574.590.315;0
Secretaría de las Mujeres;110070113 ;120100 ; Gestión de equidad de género ;0;0
Secretaría de las Mujeres;110070115 ;120098 ; Promoción de fomento a la muj;0;0
Secretaría de las Mujeres;110070115 ;120093 ; Promoción de la seguridad púb;0;0
Secretaría de las Mujeres;110070115 ;120095 ; Promoción de la autonomía eco;0;0
Secretaría de las Mujeres;110070115 ;120100 ; Gestión de equidad de género ;0;0
Secretaría de las Mujeres;110070115 ;120101 ; Promoc participac social y po;0;0
Secretaría de las Mujeres;110070115 ;120097 ; Educación incluyente para las;0;0
Secretaría de las Mujeres;110070116 ;120094 ; Promoción de la equidad de gé;492.489.028;492.036.875
Secretaría de las Mujeres;110070116 ;120096 ; Reconocimiento y potenciación;520.911.981;520.911.981
Secretaría de las Mujeres;110070116 ;120098 ; Promoción de fomento a la muj;157.348.227;157.348.227
Secretaría de las Mujeres;110070116 ;120093 ; Promoción de la seguridad púb;2.414.629.778;2.353.934.236
Secretaría de las Mujeres;110070116 ;120095 ; Promoción de la autonomía eco;1.826.156.348;1.819.310.299
Secretaría de las Mujeres;110070116 ;120100 ; Gestión de equidad de género ;484.500.000;460.500.000
Secretaría de las Mujeres;110070116 ;120101 ; Promoc participac social y po;563.100.360;560.040.109
Secretaría de las Mujeres;110070116 ;120097 ; Educación incluyente para las;367.040.824;367.040.823
Secretaría de las Mujeres;160000115 ;140292 ; 15PP1-PROYECTO DE EQUIDAD DE ;37.286.117;37.286.117
Secretaría de las Mujeres;160000115 ;120099 ; Transvers equidad  género al ;11.175.412;11.175.412
Secretaría de las Mujeres;160000115 ;140294 ; 15PP2-DESARROLLO RUTA GESTIÓN;45.058.201;45.058.201
Secretaría de las Mujeres;160001814 ;140095 ; Fortalecimiento Centros de Eq;103.512.500;103.512.500
Secretaría de las Mujeres;160070115 ;120097 ; Educación incluyente para las;5.587.708;5.587.708
Secretaría de la Juventud;110000116 ;150214 ; 16PP4- ARTICULACIÓN SEMANA DE;80.000.000;79.999.999
Secretaría de la Juventud;110000116 ;150216 ; 16PP5-PROY FORTALECIMIENTO DI;95.759.713;95.759.713
Secretaría de la Juventud;110000116 ;150233 ; 16PP16  PROYECTO ICARO E INVE;70.000.000;69.999.999
Secretaría de la Juventud;110000116 ;120346 ; Integr proyec prom juvent-Sem;80.000.000;80.000.000
Secretaría de la Juventud;110000116 ;120344 ; Gestión de la política públic;1.316.483.681;1.282.833.931
Secretaría de la Juventud;110000116 ;150213 ; 16PP3-TEJIENDO SUEÑOS COLECTI;225.000.000;225.000.000
Secretaría de la Juventud;110000116 ;150214 ; 16PP4- ARTICULACIÓN SEMANA DE;0;0
Secretaría de la Juventud;110000116 ;150216 ; 16PP5-PROY FORTALECIMIENTO DI;0;0
Secretaría de la Juventud;110000116 ;150217 ; 16PP6- FORTALECIMIENTO A LAS ;200.000.000;200.000.000
Secretaría de la Juventud;110000116 ;150218 ; 16PP7-FORT SOCIAL Y ORGANIZAC;110.179.660;110.179.660
Secretaría de la Juventud;110000116 ;150219 ; 16PP8-FORT ORGANIZACIONES Y P;40.000.000;40.000.000
Secretaría de la Juventud;110000116 ;150223 ; 16PP9-JÓVENES PROÁCTIVOS;40.000.000;40.000.000
Secretaría de la Juventud;110000116 ;150224 ; 16PP11-FORTALECIMIENTO DE LAS;25.000.000;25.000.000
Secretaría de la Juventud;110000116 ;150225 ; 16PP12-PROMOCIÓN Y FORT ORGAN;49.500.000;49.500.000
Secretaría de la Juventud;110000116 ;150226 ; 16PP13-PROYECCIÓN Y FORTALECI;310.000.000;310.000.000
Secretaría de la Juventud;110000116 ;150228 ; 16PP14- PROMOCIÓN, RECON, PAR;30.000.000;29.999.998
Secretaría de la Juventud;110000116 ;150231 ; 16PP14-MODELO JOVEN DE PARTIC;25.000.000;25.000.000
Secretaría de la Juventud;110000116 ;150232 ; 16PP15-PROY INT PROM RECON Y ;400.000.000;400.000.000
Secretaría de la Juventud;110000116 ;150227 ; 16PP16-APOYO PLAN TRAB GRUPOS;40.000.000;40.000.000
Secretaría de la Juventud;110000116 ;150234 ; 16PP50-ACTIVACIÓN Y ART DINÁM;30.080.000;30.080.000
Secretaría de la Juventud;110000116 ;150235 ; 16PP70-FORTALECIMIENTO  DINÁM;65.000.000;65.000.000
Secretaría de la Juventud;110000116 ;150236 ; 16PP80-FORTALECIMIENTO  DINÁM;80.000.000;80.000.000
Secretaría de la Juventud;110000116 ;150238 ; 16PP90-FORTALECIMIENTO  DINÁM;26.000.000;26.000.000
Secretaría de la Juventud;110000116 ;120324 ; Gestión y planeación de presu;0;0
Secretaría de la Juventud;110000116 ;120343 ; Estrategia de participación j;245.799.332;123.519.999
Secretaría de la Juventud;110070114 ;120346 ; Integr proyec prom juvent-Sem;198.621.646;198.621.646
Secretaría de la Juventud;110070115 ;120345 ; Información y conocimiento ju;0;0
Secretaría de la Juventud;110070115 ;120346 ; Integr proyec prom juvent-Sem;0;0
Secretaría de la Juventud;110070116 ;120345 ; Información y conocimiento ju;412.876.738;378.278.358
Secretaría de la Juventud;110070116 ;120346 ; Integr proyec prom juvent-Sem;638.746.840;613.022.602
Secretaría de la Juventud;110070116 ;120344 ; Gestión de la política públic;233.912.376;233.912.376
Secretaría de la Juventud;110090116 ;120285 ; ICARO -Jovenes por la vida;330.000.000;330.000.000
Secretaría de la Juventud;110090116 ;120346 ; Integr proyec prom juvent-Sem;6.000.000;0
Secretaría de la Juventud;110090116 ;120344 ; Gestión de la política públic;278.661.155;278.661.155
Secretaría de la Juventud;110090116 ;120335 ; Estrategia de participación c;682.042.725;682.040.375
Secretaría de la Juventud;150090115 ;120285 ; ICARO -Jovenes por la vida;6.010.309;6.010.309
Secretaría de la Juventud;160000115 ;130389 ; JVE09 Estrat Inclusión Social;939.388;939.388
Secretaría de la Juventud;160000115 ;130390 ; JVE15 Articulación Juvenil di;1.988.668;1.988.668
Secretaría de la Juventud;160000115 ;120345 ; Información y conocimiento ju;47.373.240;47.373.240
Secretaría de la Juventud;160000115 ;140220 ; 15PP6-FORTALECIMIENTO A LAS D;36.153.201;36.153.201
Secretaría de la Juventud;160000115 ;130270 ; JVE-08 Prom. y fto dllo human;1;1
Secretaría de la Juventud;160000115 ;120335 ; Estrategia de participación c;9.500.000;9.500.000
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150151 ; 16PP2-TEJ NUESTROS DERECHOS C;2.002.237;2.002.237
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150152 ; 16PP3-PROM CONV CIUDADANA Y D;3.729.303;3.729.303
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150185 ; 16PP4-PROM DDHH ENFOQUE GÉNER;0;0
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150153 ; 16PP5-MANUAL DE CONVIVENCIA Y;6.192.896;6.192.896
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150154 ; 16PP6-DIFUNDIR, PROMOVER Y DE;0;0
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150155 ; 16PP7-PROM Y DIF CONV Y DH PO;3.620.682;3.620.682
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150156 ; 16PP8-PROM  PART, CONV , SEG ;0;0
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150157 ; 16PP9-PROM  Y DDHH EN TODOS L;0;0
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150186 ; 16PP9-SEMILLEROS INFORMATIVAS;1.267.238;1.267.238
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150158 ; 16PP10-PROM CONV Y RECONST DE;7.603.429;7.603.429
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150159 ; 16PP11-ESCUELAS  FORM LÍDERES;10.731.702;10.731.702
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150160 ; 16PP12-PROM CONV Y FORT DH IN;6.555.358;6.555.358
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150187 ; 16PP13-ESCUELA  DE FORMACIÓN ;0;0
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150161 ; 16PP14-PROM CONV ESP PÚB CIUD;144.827;144.827
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150162 ; 16PP15-PROM  DDHH ENFOQUE DE ;3.620.682;3.620.682
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150188 ; 16PP16-PROM Y FORT CONVIVENCI;3.098.339;3.098.339
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150166 ; 16PP50-PROM LA CULTURA TELEFÉ;2.317.236;2.317.236
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150222 ; 16PP60-PROM DH ENFOQUE  POBLA;1.194.826;1.194.826
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150164 ; 16PP70-PROM CONV FAMILIA, FUN;2.534.477;2.534.477
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150165 ; 16PP80-CONV EN GRUPOS DIÁLOGO;1.593.100;1.593.100
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150150 ; 16PP1-PROM DDHH ENFOQUE GÉNER;0;0
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;150163 ; 16PP16-FORTALECIMIENTO MESA D;0;0
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;120266 ; Fort Instit prom, prev protec;278.632.872;0
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;120270 ; Estrat div y promoción instit;27.344.650;27.344.650
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;120274 ; Sistema Municipal de Justicia;703.508.508;703.508.507
Secretaría de Gobierno y Gestión del Gabinete;110000116 ;110037 ; Mantenimiento de sedes extern;24.477.484;24.352.221
Secretaría de Gobierno y Gestión del Gabinete;110007612 ;120267 ; Aten y reparac víctimas del c;0;0
Secretaría de Gobierno y Gestión del Gabinete;110010813 ;120267 ; Aten y reparac víctimas del c;0;0
Secretaría de Gobierno y Gestión del Gabinete;110010814 ;120267 ; Aten y reparac víctimas del c;0;0
Secretaría de Gobierno y Gestión del Gabinete;110070113 ;120280 ; Reintegración social y promoc;0;0
Secretaría de Gobierno y Gestión del Gabinete;110070114 ;130714 ; JVE-2 Fort de derechos humano;0;0
Secretaría de Gobierno y Gestión del Gabinete;110070114 ;130699 ; JVE-13 Garantizar el respeto ;0;0
Secretaría de Gobierno y Gestión del Gabinete;110070115 ;120267 ; Aten y reparac víctimas del c;0;0
Secretaría de Gobierno y Gestión del Gabinete;110070115 ;120273 ; Fortal Gob local y promoción ;0;0
Secretaría de Gobierno y Gestión del Gabinete;110070115 ;120274 ; Sistema Municipal de Justicia;0;0
Secretaría de Gobierno y Gestión del Gabinete;110070115 ;120268 ; Promoción de los DDHH de pobl;0;0
Secretaría de Gobierno y Gestión del Gabinete;110070115 ;120276 ; Apoyo al sistema penal para a;0;0
Secretaría de Gobierno y Gestión del Gabinete;110070115 ;120279 ; Jóvenes por la vida - Convive;0;0
Secretaría de Gobierno y Gestión del Gabinete;110070116 ;120273 ; Fortal Gob local y promoción ;821.838.242;821.838.242
Secretaría de Gobierno y Gestión del Gabinete;110070116 ;120268 ; Promoción de los DDHH de pobl;292.151.487;292.151.487
Secretaría de Gobierno y Gestión del Gabinete;110070116 ;120276 ; Apoyo al sistema penal para a;490.746.140;490.746.138
Secretaría de Gobierno y Gestión del Gabinete;110070116 ;120279 ; Jóvenes por la vida - Convive;264.504.092;264.504.092
Secretaría de Gobierno y Gestión del Gabinete;110090115 ;120278 ; Admón Espac Pco Conv, la leg ;0;0
Secretaría de Gobierno y Gestión del Gabinete;110090115 ;120266 ; Fort Instit prom, prev protec;0;0
Secretaría de Gobierno y Gestión del Gabinete;110090115 ;120267 ; Aten y reparac víctimas del c;0;0
Secretaría de Gobierno y Gestión del Gabinete;110090115 ;120275 ; Sistema integral para la conv;0;0
Secretaría de Gobierno y Gestión del Gabinete;110090115 ;120274 ; Sistema Municipal de Justicia;0;0
Secretaría de Gobierno y Gestión del Gabinete;110090115 ;120280 ; Reintegración social y promoc;0;0
Secretaría de Gobierno y Gestión del Gabinete;110090116 ;120278 ; Admón Espac Pco Conv, la leg ;4.196.735.492;4.196.735.492
Secretaría de Gobierno y Gestión del Gabinete;110090116 ;120265 ; Ret Reub a víctimas del despl;402.208.203;402.208.203
Secretaría de Gobierno y Gestión del Gabinete;110090116 ;120266 ; Fort Instit prom, prev protec;0;0
Secretaría de Gobierno y Gestión del Gabinete;110090116 ;120267 ; Aten y reparac víctimas del c;1.158.882.918;1.158.882.918
Secretaría de Gobierno y Gestión del Gabinete;110090116 ;120275 ; Sistema integral para la conv;878.894.772;878.894.772
Secretaría de Gobierno y Gestión del Gabinete;110090116 ;120280 ; Reintegración social y promoc;1.159.839.303;1.159.839.303
Secretaría de Gobierno y Gestión del Gabinete;110701713 ;120273 ; Fortal Gob local y promoción ;0;0
Secretaría de Gobierno y Gestión del Gabinete;110701714 ;120278 ; Admón Espac Pco Conv, la leg ;0;0
Secretaría de Gobierno y Gestión del Gabinete;110701714 ;120273 ; Fortal Gob local y promoción ;0;0
Secretaría de Gobierno y Gestión del Gabinete;110713714 ;120273 ; Fortal Gob local y promoción ;0;0
Secretaría de Gobierno y Gestión del Gabinete;150000116 ;120272 ; Apoyo Inst para la Secretaría;13.065.671;13.065.671
Secretaría de Gobierno y Gestión del Gabinete;150000116 ;120274 ; Sistema Municipal de Justicia;641.707;641.707
Secretaría de Gobierno y Gestión del Gabinete;150070115 ;120265 ; Ret Reub a víctimas del despl;27.028.322;27.028.322
Secretaría de Gobierno y Gestión del Gabinete;150070115 ;120267 ; Aten y reparac víctimas del c;1.478.481;1.478.481
Secretaría de Gobierno y Gestión del Gabinete;150070115 ;120273 ; Fortal Gob local y promoción ;4.231.481;4.231.481
Secretaría de Gobierno y Gestión del Gabinete;150070115 ;120274 ; Sistema Municipal de Justicia;2.536.146;2.536.146
Secretaría de Gobierno y Gestión del Gabinete;150070115 ;120279 ; Jóvenes por la vida - Convive;533.248;533.248
Secretaría de Gobierno y Gestión del Gabinete;150090115 ;120278 ; Admón Espac Pco Conv, la leg ;148.852.720;148.852.720
Secretaría de Gobierno y Gestión del Gabinete;150090115 ;120267 ; Aten y reparac víctimas del c;3.499.297;3.499.297
Secretaría de Gobierno y Gestión del Gabinete;150090115 ;120274 ; Sistema Municipal de Justicia;315.222;315.222
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;140272 ; 15PP50-INSTALACIÓN DEL SIST D;6.279.100;6.279.100
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;130573 ; JVE01 Mejoramiento en Convive;62.696.499;62.696.499
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;140244 ; 15PP2-FLIA VÍNCULO VIDA PARA ;135.704.227;135.704.227
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;140243 ; 15PP3-PROMOCIÓN DE LA CONVIVE;134.791.207;134.791.207
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;130574 ; JVE-04 Promoción y Fortalecim;9.926.824;9.926.824
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;130585 ; JVE-06 Estrategia de segurida;79.240.003;79.240.003
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;140265 ; 15PP6-DIFUNDIR, PROMOVER Y DE;40.094.303;40.094.303
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;140118 ; JVE 10CONVIVENCIA, DH MOBILIA;1.196.444.324;1.196.444.324
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;140246 ; 15PP10-CONVIVENCIA CIUDADANA;98.350.165;98.350.165
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;140280 ; 15PP11-PROMOCIÓN Y FORTALECIM;149.545.813;149.545.813
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;140249 ; 15PP12-PROMOVER FORTAL CONVIV;76.204.888;76.204.888
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;140394 ; 15PP13-PROMOCIÓN, DIVULGACIÓN;218.595.112;218.595.112
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;130581 ; JVE15 Convivencia, derechos h;47.230.500;47.230.500
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;140245 ; 15PP15-PROMOV FORTAL LA CONVI;35.781.604;35.781.604
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;130714 ; JVE-2 Fort de derechos humano;108.250.008;108.250.008
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;140119 ; JVE 12 POLÍTICA DERECHOS HUMA;110.000.001;110.000.001
Secretaría de Gobierno y Gestión del Gabinete;160000115 ;130699 ; JVE-13 Garantizar el respeto ;47.000.001;47.000.001
Secretaría de Gobierno y Gestión del Gabinete;160070115 ;120278 ; Admón Espac Pco Conv, la leg ;119.873.285;119.873.285
Secretaría de Gobierno y Gestión del Gabinete;160070115 ;120266 ; Fort Instit prom, prev protec;21.372.897;21.372.897
Secretaría de Gobierno y Gestión del Gabinete;160070115 ;120276 ; Apoyo al sistema penal para a;51.595.052;51.595.052
Secretaría de Gobierno y Gestión del Gabinete;160090115 ;120278 ; Admón Espac Pco Conv, la leg ;7.934.620;7.934.620
Secretaría de Gobierno y Gestión del Gabinete;160090115 ;120275 ; Sistema integral para la conv;146.401.447;146.401.447
Secretaría de Gobierno y Gestión del Gabinete;160090115 ;120274 ; Sistema Municipal de Justicia;62.200.474;62.200.474
Secretaría de Seguridad y Convivencia;110000116 ;150431 ; 16PP2-FORTALECIM POLICÍA CÍVI;50.000.000;49.999.614
Secretaría de Seguridad y Convivencia;110000116 ;150118 ; 16PP3-PREV DELINC CRIM ILEGAL;100.000.000;99.999.356
Secretaría de Seguridad y Convivencia;110000116 ;150170 ; 16PP8-CONTROL, CALID, EQUID, ;55.000.000;54.988.453
Secretaría de Seguridad y Convivencia;110000116 ;150179 ; 16PP9-PREVENCIÓN DEL DELITO E;38.000.000;37.995.165
Secretaría de Seguridad y Convivencia;110000116 ;150180 ; 16PP10-CAPACITA APOYO LOGÍST ;33.900.744;33.900.616
Secretaría de Seguridad y Convivencia;110000116 ;150184 ; 16PP12-LA AMÉRICA: SEGURA Y T;93.248.240;93.237.476
Secretaría de Seguridad y Convivencia;110000116 ;150474 ; 16PP15-PROMOCIÓN DE LA SEGURI;88.000.000;87.999.642
Secretaría de Seguridad y Convivencia;110000116 ;150475 ; 16PP16-FORTALECIMIENTO DE LA ;85.000.000;84.994.870
Secretaría de Seguridad y Convivencia;110000116 ;150476 ; 16PP50-FORTALECIMIENTO SEGURI;70.000.001;69.999.924
Secretaría de Seguridad y Convivencia;110000116 ;150477 ; 16PP90-FORTALECI SEGURIDAD CO;76.280.826;76.279.538
Secretaría de Seguridad y Convivencia;110000116 ;150208 ; 16PP4-FORTALECIM SEGURIDAD PR;100.000.000;99.998.657
Secretaría de Seguridad y Convivencia;110000116 ;150177 ; 16PP5-APOYO LOGÍST PROGR PART;100.000.000;99.988.521
Secretaría de Seguridad y Convivencia;110000116 ;150178 ; 16PP7-FORTALECIM SEGURID PREV;110.179.660;110.177.229
Secretaría de Seguridad y Convivencia;110000116 ;150181 ; 16PP11-APOYO TECNOLÓGICO PARA;219.105.468;219.103.410
Secretaría de Seguridad y Convivencia;110000116 ;150182 ; 16PP70-SEGURIDAD PARA TODOS;20.000.000;19.999.878
